gene,P1T,P6T,P14T,P15T,P16T,Cont-19,Cont-21,Cont-32,Cont-51,Cont-54,Cont-70,Cont-78,P3T,P10T,P13T,CONT-34
ERRFI1,19428,6683,1833,13689,3659,5752,5448,10246,3841,6798,7653,6938,5920,1446,276,6203
FLYWCH1,973,1136,1746,1517,341,535,1407,935,761,667,745,570,2195,823,908,1270
RP11-358L22.3,26,43,38,32,12,7,29,33,28,4,13,22,13,21,11,11
SRP9P1,79,198,120,155,88,211,165,91,119,65,61,99,136,99,96,72
HLA-J,240,892,245,628,143,229,708,330,189,176,190,503,468,367,285,608
UBXN1,1897,4158,2501,3128,1132,1772,3678,2428,1769,1375,1101,1291,2951,2000,2131,2316
MSMO1,483,1296,537,735,678,1172,1614,604,509,168,546,719,956,726,404,524
CDH18,10,5,3,2,7,3,3,12,5,2,0,5,4,7,2,0
RP11-121C2.2,64,107,66,87,48,40,82,79,55,17,32,59,52,39,32,28
PPOX,552,1098,540,599,306,722,1326,638,390,176,317,503,639,403,347,285
RP11-350J20.5,12,8,11,9,7,5,20,14,9,7,2,15,4,15,8,9
GYPE,20,16,36,16,2,6,28,33,14,12,9,3,15,10,39,11
TTI1,560,971,790,915,465,1210,981,803,523,333,441,651,978,685,477,397
RP11-815J21.2,10,25,10,19,5,22,20,18,4,4,9,13,7,12,8,4
KIAA1328,673,517,508,517,301,296,544,768,546,235,380,493,529,367,253,241
ISM2,1,3,2,5,1,2,2,1,1,1,0,7,5,14,0,4
GPR87,1,0,1,0,0,1,30,0,0,0,0,3,4,5,0,0
RBM10,858,1865,1351,1507,820,953,1667,1412,1006,842,566,780,1929,1145,999,1030
PTGIS,4,24,28,161,15,17,38,38,69,13,15,10,123,60,1,41
LINC01436,69,141,0,0,1,7,8,7,17,2,3,2,3,0,2,6
TPGS2,766,1729,1226,1160,667,1375,2670,1230,892,461,634,810,1484,1021,1026,716
SHQ1,223,472,357,410,177,221,589,234,367,183,165,169,385,297,336,191
LIN52,215,487,415,408,197,104,206,283,371,283,160,90,346,232,220,182
RNH1,2105,5113,4247,4721,1195,3542,5389,3298,2451,1485,1365,2242,4412,2996,5219,3566
MARVELD1,570,1111,758,1067,115,332,1224,542,603,128,406,485,927,651,1014,929
COLQ,126,150,326,216,81,39,209,224,148,38,192,77,139,174,101,55
CBWD7,502,816,606,796,429,289,874,787,358,284,315,449,613,417,453,493
FAM60BP,5,9,6,7,2,2,12,9,5,6,4,8,16,4,2,4
EPHX1,372,2757,1894,1334,774,1150,1354,1400,1861,1555,890,853,1895,1255,3165,3352
LSM14A,2615,5212,3434,4072,2233,3417,3946,3339,3454,2356,1616,2104,4040,2314,2406,2612
DDB2,2471,3330,2121,3001,1605,3292,4028,1849,921,527,1029,1704,2359,1815,1083,883
RP11-1212A22.4,347,816,589,623,319,182,678,600,386,271,253,388,612,468,341,480
FLJ21408,12,18,11,11,5,9,13,10,10,2,12,21,13,14,4,7
RP11-379H18.1,171,291,288,368,128,214,316,194,209,49,125,256,265,197,162,86
C9,6,9,12,15,164,56,458,17,2,12,17,57,24,19,2,17
KRT33A,0,0,0,0,0,0,56,1,0,0,0,2,0,0,0,1
USP37,714,828,727,1151,499,384,543,1248,706,602,430,472,645,588,560,821
NTN5,19,33,20,31,12,3,24,30,12,2,18,12,10,16,9,11
RP13-270P17.1,4,10,2,11,3,6,10,1,3,2,3,2,5,6,1,1
SMG6,524,1177,1133,1107,622,535,919,996,977,488,552,439,1426,762,777,832
MN1,40,115,52,340,14,64,71,175,175,49,39,39,148,62,40,107
TBC1D17,1022,1800,967,1491,461,889,2128,1202,834,514,620,793,1451,842,787,881
PCGF6,115,329,196,248,179,197,222,204,300,144,123,147,249,161,178,143
PIPOX,174,346,164,316,41,85,229,192,32,21,442,134,834,150,130,94
EPB41L4B,3,6,0,16,10,77,29,4,4,3,4,23,20,55,1,2
PSMB1,2730,5517,3438,4636,2029,3033,8104,3415,2644,2022,2135,1667,2946,3254,3070,3197
GATAD1,1672,2284,1623,2225,822,1937,2603,1860,1402,852,999,2136,1617,1907,1570,885
NPAT,633,1167,1122,1089,667,258,634,1272,732,675,522,595,953,631,740,440
LACE1,142,276,145,190,61,103,360,155,101,64,67,109,168,147,134,94
C1QTNF9B-AS1,7,25,3,18,7,4,56,5,1,6,8,5,8,4,12,16
INTS6L,1592,2873,2030,1937,1260,787,1961,2649,1538,787,1109,1213,1614,1411,1037,962
EXPH5,129,186,36,127,12,10,213,186,24,26,41,109,84,25,21,65
SDCBP,5505,18431,11909,17478,3311,3340,7339,12037,6802,10748,4383,4800,8434,7942,22857,12970
RAB18,1382,2744,1888,2637,1048,1832,2421,1924,1758,1207,941,1704,1970,1234,2218,1543
LINC00482,19,34,20,15,0,8,18,23,17,8,11,17,79,5,14,12
RFC2,496,1113,837,1074,409,995,2093,673,418,294,465,629,850,1017,657,835
CTD-2561B21.8,2,11,16,13,4,10,5,11,20,6,10,5,17,7,11,8
KBTBD6,84,143,158,120,51,88,166,127,120,42,78,136,163,87,105,74
ZNF252P-AS1,14,13,22,12,5,7,19,11,4,3,10,15,21,8,5,4
IQCE,328,741,454,744,336,683,755,462,353,183,292,441,793,615,616,473
LRP10,1496,4837,3792,4244,2107,2822,3603,2795,3165,2073,1835,1390,4613,3294,2937,2579
OR7E37P,8,14,11,3,7,16,13,3,0,0,2,4,7,6,8,8
CMC2,581,1506,833,971,514,445,1130,887,582,414,355,346,668,574,667,836
SUMO2,2720,6835,3563,5303,2705,4058,8366,3462,3501,2212,1682,2599,3780,3188,3320,3464
SZRD1,1796,4461,3138,3375,1686,2562,3967,3113,3437,1956,1549,1384,3730,2418,2864,2874
RP11-26J3.3,28,65,39,53,19,16,32,45,31,7,18,11,20,20,16,32
VWC2L,3,6,11,2,0,0,4,3,1,2,0,2,1,1,0,2
B4GALT3,808,2321,1118,1396,1022,979,1464,1104,1119,773,557,623,1456,933,786,888
DZIP3,1721,2535,1342,1030,980,491,2627,1368,419,313,760,1358,602,845,664,681
DDX25,12,8,1,1,2,1,5,17,9,3,1,2,3,5,3,5
GGCX,807,1769,1015,1519,709,1250,1916,875,991,667,725,811,1500,788,879,685
ZNRF3-AS1,6,12,4,9,5,9,16,4,3,2,6,7,6,3,4,3
TOX2,101,514,381,128,468,81,177,303,276,321,60,47,233,228,117,206
KLB,1,0,2,5,16,21,5,2,4,4,1,13,14,3,0,5
CBLL1,368,724,796,730,390,411,502,612,418,448,252,448,643,506,577,456
NUPL2,462,977,692,702,363,670,904,478,456,253,303,509,590,515,580,333
RNASEK,248,409,227,285,74,104,455,385,199,116,122,217,241,183,276,267
SF3B1,16541,27603,21559,23541,11537,9597,19143,25595,22300,15574,12246,15474,17716,13531,16016,10791
CLDN19,5,9,3,8,0,5,17,24,2,3,2,9,26,1,1,0
SULT1A1,357,2159,755,674,836,2160,1731,1047,109,153,291,1582,932,535,819,570
CEP76,103,229,151,205,98,78,125,184,217,151,73,123,166,126,121,95
DHX9,3407,7306,5464,6734,3239,3501,6219,6374,5338,3615,2534,3396,5162,4309,4198,4099
PELI3,104,163,137,187,62,210,238,149,121,65,53,149,373,95,138,184
TRMO,387,669,707,767,314,217,702,840,333,277,372,252,678,353,505,470
AC006486.10,2,7,11,8,2,5,14,4,5,4,5,5,8,4,3,3
SNORD100,6,4,6,11,1,2,7,5,4,0,2,5,2,4,2,0
SCAMP1,755,1155,638,961,869,1349,750,679,851,618,432,781,930,405,779,585
CYB5B,1045,2318,1639,2133,1067,1373,3007,1604,1070,1012,866,1290,1901,1365,1229,1212
C3orf33,91,107,45,128,43,75,163,64,67,28,49,70,100,55,68,88
SLC1A6,0,1,0,1,40,0,4,0,0,0,0,1,0,8,0,0
HMGXB4,513,773,788,956,403,596,645,853,611,280,383,356,600,541,600,400
AC007879.2,8,7,8,10,3,2,29,9,7,3,3,3,8,6,3,5
GLRX2,124,217,155,184,81,192,230,146,68,77,79,117,145,135,159,207
LINC00998,860,1554,927,1391,430,1433,3427,694,688,282,733,868,1047,1066,1169,700
ALDH2,3666,7545,6155,5288,519,3873,10395,3580,1218,1189,1711,2447,3572,4615,6426,5100
LRFN4,114,347,258,210,98,342,136,156,89,62,84,222,273,206,222,120
GLTPD2,2,5,1,4,0,1,100,8,0,4,24,2,93,2,3,15
RP13-638C3.5,1,11,7,5,1,1,0,7,0,0,5,6,2,4,5,1
PPIH,412,812,459,591,319,691,1602,418,333,162,274,437,578,599,376,383
GLDC,87,185,98,75,519,184,384,140,11,208,15,126,420,404,26,296
STX12,1489,3063,2325,3370,877,1310,2428,2373,2113,2303,1118,1281,1863,1656,2721,2142
DLGAP4-AS1,19,37,11,10,4,11,31,13,4,5,6,7,18,11,8,11
RP4-734P14.4,4,7,1,11,1,5,8,8,2,8,1,5,5,8,2,2
LINC01356,5,25,8,15,0,3,22,14,3,2,4,1,10,10,7,8
PDCL3,529,888,567,2218,419,560,1546,609,522,300,401,477,549,758,524,602
NR2C2,1198,2029,2332,2014,1104,650,719,2233,2030,1129,1034,825,1926,1196,1331,564
SUPT6H,2244,4724,4427,4928,2277,1721,3403,6557,4297,3032,2191,2201,4350,3634,3520,3935
RAB20,1054,2650,1430,3235,338,839,2232,2645,519,494,648,492,1179,1625,2306,2467
NIPAL3,766,1448,1062,840,741,786,1485,1203,612,331,493,816,1516,629,576,531
TOM1,1463,2682,2064,3594,716,1637,2495,2515,783,668,984,864,2373,1338,2155,2521
RP3-337H4.6,106,188,108,183,98,0,333,115,91,25,34,153,206,75,108,90
RPSAP17,31,58,29,56,28,66,97,37,24,15,14,28,52,31,16,22
RPL23AP45,9,14,9,19,6,9,37,9,7,6,7,17,13,11,10,3
RNF183,28,86,21,20,267,99,286,453,7,14,54,121,205,2,2,84
ATP5F1,2878,6581,3886,5528,2099,4506,10193,3414,2971,1710,1912,3287,3950,3300,4079,3165
SPATA25,28,37,13,49,9,94,20,24,14,6,24,22,32,19,30,5
RAB3GAP1,1601,2450,2014,2564,995,1038,3284,1871,1813,1679,1119,1672,2200,1919,1895,1531
YY2,18,38,24,34,14,26,27,26,21,14,17,27,27,21,17,15
RP4-673D20.3,7,3,3,18,0,11,6,7,1,1,6,8,13,14,8,2
SKINT1L,60,52,47,55,32,26,34,69,32,24,27,38,22,44,36,20
RP11-893F2.18,9,3,1,5,1,2,2,10,12,1,3,7,7,3,5,1
GABRP,13,13,6,20,4,14,15,52,13,11,4,18,77,6,5,17
PDGFC,602,982,774,1284,333,1938,772,785,273,153,622,783,556,1022,805,806
EFCAB12,98,129,43,61,77,70,282,88,26,22,47,79,134,24,20,67
ADA,324,2130,801,789,765,585,453,929,1277,859,1112,177,1194,565,634,720
CTD-3065J16.9,16,28,7,22,7,12,38,8,10,0,4,13,29,16,8,16
LRRC4C,5,10,0,80,1,8,35,51,6,2,17,2,1,6,0,3
ALG13,1201,2155,1403,2222,824,744,1408,1881,1373,714,976,845,1176,1227,1327,1015
RP11-15A1.4,18,22,12,30,4,11,11,35,9,7,8,5,26,8,9,5
C17orf102,0,7,0,1,0,0,1,3,2,0,0,3,12,1,0,0
FAM220A,341,688,422,614,221,626,626,390,311,174,220,462,389,384,406,330
RP11-16E18.1,2,8,10,11,2,8,15,4,6,7,5,4,7,9,4,3
ARID3C,0,1,3,0,0,3,6,4,1,0,0,2,24,2,0,0
GPATCH4,362,824,652,755,358,400,865,520,482,521,281,383,592,529,473,549
RP11-497H16.8,14,16,16,14,8,11,7,13,11,6,9,14,15,15,5,0
XIAP,752,1516,1329,1272,784,911,880,1191,1247,764,729,683,1669,983,1328,740
TRIM26,1009,2557,1922,1971,1467,1035,1862,2101,1204,1009,668,1358,1716,1773,1768,2009
LUZP4,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0
AP000688.29,22,25,11,3,14,58,53,9,0,0,7,52,63,20,0,21
TPTE2P1,18,12,1,8,0,3,24,7,6,3,7,7,9,4,0,3
B3GNT3,14,86,4,4,10,258,748,92,0,29,56,52,453,279,0,83
NOC4L,130,454,197,336,119,244,475,272,148,96,102,166,372,222,164,334
TJAP1,766,1533,985,1307,495,613,1337,1295,750,429,575,597,1191,831,791,862
RP11-533E19.7,25,55,36,41,16,22,63,25,9,11,11,29,32,12,14,7
WASF4P,29,54,56,29,17,31,21,57,52,41,17,14,60,58,58,14
ASB17,1,10,0,0,0,0,3,2,0,0,0,0,0,0,0,11
TNFRSF11B,716,614,113,575,1470,22,1446,843,624,173,141,1515,393,93,24,1240
HCG14,3,4,1,4,0,0,13,1,1,0,0,5,0,0,0,0
LTV1,424,854,733,825,331,371,849,478,560,438,290,383,517,572,553,334
DDX6,3001,6702,5268,6233,3389,1388,3897,6835,4454,3523,2820,2491,5911,3772,4664,3352
BNC2,505,305,299,600,229,621,973,726,192,146,554,490,351,1017,267,199
CACNA2D2,76,56,140,114,26,6,28,124,165,24,47,9,129,67,36,17
KLF1,1,22,6,2,3,2,11,6,2,0,10,0,5,5,14,6
LGR5,1,0,0,1,0,0,5,1,38,0,0,0,1,0,0,1
PLD6,111,170,73,50,66,84,267,59,33,16,64,181,120,106,71,129
UBAP1L,184,291,259,336,100,268,234,367,219,80,199,159,331,162,156,104
RNU6-1016P,3,12,3,0,0,1,0,6,3,1,1,2,3,4,1,0
KIF1A,2,1,1,1,2,0,0,2,1,0,0,5,1,27,4,0
TSR2,482,1140,772,849,363,728,1322,773,581,375,438,452,1115,680,605,672
RP11-395A13.2,29,47,19,42,19,12,93,32,28,23,20,28,60,34,24,34
HERC6,440,869,739,806,666,296,1295,649,662,235,304,436,480,771,326,493
STAU2,872,1440,920,1294,792,692,1510,915,966,580,507,1119,1048,1581,685,609
OTX1,0,0,0,2,0,2,2,0,0,1,0,3,2,13,0,0
ATP10D,966,2385,1737,2083,696,343,870,1199,1730,1550,769,768,1487,1226,1701,589
NMT2,413,967,632,590,370,253,655,638,418,351,349,359,948,361,227,301
WDR41,1029,1799,1092,1925,829,1484,2382,1078,855,435,840,895,1332,1206,1336,711
BTNL3,7,6,11,1,6,0,13,10,5,68,0,0,17,1,0,5
SH2D4B,2,4,11,0,2,5,1,3,14,7,3,3,2,2,10,0
RP4-568C11.4,9,5,23,6,13,7,10,53,1,1,8,9,14,8,4,18
RBMXP4,5,8,3,2,0,1,18,1,1,2,3,6,3,7,1,3
ST6GALNAC1,6,11,22,18,14,0,26,5,4,13,9,1,18,10,0,6
PLCE1-AS1,1,2,0,2,0,1,1,2,5,0,0,0,16,0,0,0
CTD-2114J12.1,307,555,112,527,321,913,578,124,68,58,468,278,552,11,22,42
FNDC3A,2262,3284,3152,4035,1661,1871,1470,3026,2506,2053,1202,2478,3228,1900,2800,1314
CYTL1,21,85,85,99,3,20,24,27,137,19,50,11,21,25,39,44
SSSCA1-AS1,39,70,50,60,21,32,39,75,16,12,30,42,61,35,20,20
UBE3A,1885,3599,2828,3311,1655,2427,2890,2805,2541,1748,1550,2642,2721,2056,2929,1839
CPXM1,14,25,40,81,144,7,66,42,207,27,64,7,18,42,12,79
AC108142.1,15,9,1,3,1,0,63,24,0,0,11,44,5,49,2,3
STRN4,900,2033,1484,1722,670,1174,1570,1806,1857,1207,692,671,2082,1372,1518,1385
VN1R1,17,2,13,16,10,1,9,14,17,5,3,19,23,6,16,6
RP11-710F7.3,8,12,8,9,0,1,9,8,0,3,2,5,2,2,4,2
YDJC,153,345,263,312,169,560,975,281,64,78,142,271,548,329,229,212
RP11-167N5.5,15,28,16,15,21,11,50,27,8,7,18,19,28,14,10,14
GNPAT,1457,2793,1634,1864,931,2063,3533,1410,1200,723,866,1291,1546,1272,1331,1010
CTD-3074O7.5,12,34,25,23,19,59,39,19,11,5,8,28,31,18,19,15
MYO3B,19,70,11,43,1,33,33,3,15,0,87,14,42,31,1,8
ACBD5,1175,1921,1473,1734,849,1350,1655,1230,1102,533,681,1626,1619,1049,1442,706
ERAL1,488,1392,927,1113,417,991,1993,769,530,280,438,663,901,830,591,681
CHD6,1426,2413,2164,2205,1144,871,1074,2603,2314,1008,1124,1038,2577,1503,1265,697
ZNF791,1333,1507,1225,1291,571,748,1220,1715,1354,686,746,862,1404,771,869,709
UBA6-AS1,334,488,378,481,162,284,1074,309,196,75,267,474,364,325,256,205
AC097662.2,28,23,9,36,10,28,52,13,13,4,17,14,26,12,10,16
ZNRF1,146,926,435,628,530,165,375,355,476,376,381,100,529,360,256,285
SLC26A2,514,850,1041,1059,322,341,456,776,1324,926,571,370,851,466,799,289
UMAD1,333,592,323,532,296,449,483,352,186,117,262,347,468,286,316,272
OR7E7P,11,25,14,24,7,16,22,13,5,2,5,17,12,10,9,3
DGCR9,232,142,18,73,12,301,725,101,5,6,57,62,44,304,5,45
LY6E,1663,4683,2302,3157,4399,2714,8127,4037,1247,676,1369,1688,7478,3582,1317,4372
PRMT2,2292,4342,3365,3601,936,2918,4854,2529,1964,1080,1770,2166,4738,2473,2713,1830
RP11-513D4.1,6,11,7,7,0,3,4,9,13,4,4,4,6,3,5,2
XRCC6P2,92,240,160,225,90,165,283,152,128,91,81,87,186,143,149,176
RP11-239A17.1,3,4,0,1,1,2,13,2,0,1,2,0,5,0,1,1
SNX5P1,22,40,17,36,13,28,26,27,16,13,6,15,25,19,24,18
ADGRG6,1540,1829,445,853,76,369,3638,1194,267,714,407,763,1794,506,160,527
GOLGA6L17P,20,19,8,16,4,7,17,19,23,14,18,12,25,14,16,4
ADCY8,20,94,57,3,16,0,28,116,1,57,12,463,424,12,3,0
RP11-365O16.6,4,14,4,9,7,9,28,7,2,0,5,2,2,2,1,2
SIM2,4,3,1,6,1,0,2,16,8,0,1,39,39,2,0,0
RP11-611O2.5,12,23,51,19,2,5,16,32,46,39,24,7,32,10,44,10
ILDR1,65,128,35,52,74,47,199,113,6,11,24,127,102,30,20,77
CDKL1,156,240,169,151,101,227,203,174,109,103,68,188,282,108,64,80
CTC-250I14.6,15,34,8,19,5,6,43,15,10,5,15,2,8,12,4,13
QPRT,371,1150,393,495,132,698,1440,436,265,71,436,569,962,1261,239,1189
NFE2L3,952,2038,1305,1645,680,4435,1726,466,230,256,785,1189,882,1268,891,530
DNAJC27-AS1,40,39,9,41,5,21,83,36,9,5,12,15,22,7,4,10
ZNF582-AS1,44,22,33,27,8,4,23,30,38,34,17,9,27,8,26,31
RP11-490G8.1,300,569,348,510,236,362,840,304,310,192,184,301,438,280,255,238
CTC-806A22.1,5,12,0,1,0,1,3,0,0,1,0,4,1,1,0,0
NPY6R,111,549,45,35,67,69,186,217,4,21,11,36,359,16,4,181
CLSTN2-AS1,4,37,0,0,0,1,7,0,0,0,1,2,2,0,0,1
RP11-69M1.6,56,82,37,63,33,56,153,42,37,20,19,52,60,40,24,27
CTBP1,1213,3454,2449,2669,1469,1981,3692,2174,1654,760,1113,1374,2908,2135,1977,2269
PSIP1,1592,2896,1856,2339,1609,877,2416,1823,2187,984,960,799,1979,1170,1121,1412
PRKAG2,1097,1076,1078,1263,433,827,1171,1404,696,694,582,849,1156,664,995,738
ACTG1P14,7,14,5,10,5,5,9,18,1,6,2,5,2,5,3,7
TCN2,1384,5179,2854,1298,2419,4168,2404,2237,993,1545,1333,709,6785,1222,4863,4335
WDR5,501,1022,774,927,395,492,1295,783,507,368,391,351,860,634,637,597
ABCB6,98,196,36,140,64,196,155,81,53,27,60,89,123,86,45,82
FHOD1,951,1855,1488,1799,502,406,1393,1400,2257,603,776,522,1965,1299,1311,787
ZHX1,858,1296,742,979,815,238,373,762,1844,1374,537,391,833,493,835,604
RP11-344P13.3,12,35,12,33,3,11,40,7,7,4,9,7,9,5,12,1
AC027612.4,6,5,0,6,3,6,17,8,3,3,8,14,20,18,2,7
TRIM74,26,31,14,24,6,27,113,23,10,4,7,14,10,34,15,9
SPAG17,410,950,43,326,103,271,1132,414,5,7,1,622,221,58,23,276
BICDL2,225,171,36,87,91,328,100,40,14,3,51,231,164,18,3,121
SERPINA6,64,144,50,60,31,72,68,36,51,32,74,8,89,3,1,60
BRWD1,2617,3429,2973,3861,1703,1457,2317,4134,3123,1973,2209,2697,3042,1870,1998,1164
CTB-152G17.6,5,6,11,12,3,7,6,11,9,3,6,11,13,7,6,7
RP11-12J10.3,10,22,20,12,13,5,17,14,18,2,9,5,8,14,3,7
TTC12,507,559,320,317,310,188,974,406,148,94,245,429,767,339,189,297
DPH2,370,643,669,502,253,516,730,505,333,283,279,360,500,443,407,388
RP11-77P6.2,15,16,21,14,13,14,45,27,4,8,5,46,34,15,18,12
KEAP1,572,1669,985,1334,655,1086,1908,843,715,509,505,650,1478,929,1176,868
TIGD6,118,198,160,197,86,142,248,128,73,65,63,178,235,95,162,94
RP11-572M11.4,6,12,12,11,4,3,7,14,9,3,3,4,9,5,2,0
GLOD5,2,6,0,1,1,3,29,12,0,0,1,6,34,0,0,12
C6orf106,1857,4558,3480,3323,1803,3381,6871,2850,2267,1950,1352,2290,4461,3046,2966,2932
LRP5L,175,335,227,247,96,115,91,373,187,79,71,93,210,160,184,211
PCDHB5,141,4,23,298,2,6,26,31,124,46,7,7,10,38,6,20
SLFN13,1830,3575,2188,1441,1764,820,3427,2449,811,434,1178,1544,1573,1505,733,1548
RP11-118B22.4,8,10,14,15,2,4,0,14,4,3,13,1,11,10,1,1
RP11-416N2.4,5,7,8,11,1,0,5,16,8,0,3,2,6,1,11,1
UIMC1,799,1472,913,1213,647,621,1316,821,943,844,471,690,970,677,525,587
FAM175A,561,611,325,482,171,324,620,423,486,203,213,512,425,274,401,237
GTF2H5,482,956,533,822,306,652,1898,483,417,140,310,334,464,492,365,402
PCIF1,660,1646,1062,1183,606,1063,1397,1191,790,338,529,601,1310,969,820,811
KDM4A-AS1,12,15,13,10,4,13,16,6,9,5,4,11,3,12,5,9
RAP2A,1060,2359,2022,2212,664,648,887,1475,2188,1205,749,877,1542,1096,2193,931
SAMD10,115,446,306,163,163,297,417,163,56,11,122,125,355,185,88,179
CFAP47,79,118,35,34,28,93,158,12,1,0,98,267,16,184,1,3
THNSL1,225,432,134,180,148,172,662,198,75,20,92,524,279,163,88,103
PDE12,259,671,675,805,376,329,330,877,663,635,314,357,721,442,684,591
XRCC5,5279,12644,7649,10421,5163,7421,13622,5498,6488,4291,3948,3602,8469,7348,6819,6096
GTF3C5,836,1479,1024,1238,512,786,2057,1127,804,569,496,481,1031,780,826,850
NOMO2,1324,3235,2635,2701,1612,3858,2553,1718,2158,1770,1669,1859,3219,2908,1964,1601
RP11-57K17.1,20,30,29,26,19,8,6,53,16,15,21,2,25,17,17,6
ULK3,1091,2588,1979,1783,948,1909,2725,1514,1020,543,755,977,1883,1355,1085,912
ZNF566,155,253,215,205,91,122,159,170,264,126,150,128,163,79,214,96
USP44,9,11,17,5,9,3,2,14,9,5,21,6,6,1,7,5
SIPA1L3,368,676,576,650,359,1051,468,606,347,182,347,477,886,1354,482,484
COPZ1,2419,5850,3183,4611,2567,6226,8595,2582,1831,1164,1818,2962,3990,2713,2765,2684
LINC00864,5,1,0,14,7,22,22,4,2,0,0,7,13,1,0,2
MTG1,200,512,285,223,148,136,366,336,282,97,129,154,283,180,198,129
TRHDE-AS1,301,418,32,178,0,0,59,193,35,23,120,6,154,0,9,91
SPCS1,894,2565,1656,2254,1395,2059,2131,1202,1370,632,672,1094,1521,1373,1475,1208
RPS15AP10,10,6,9,9,1,0,6,17,4,2,2,9,6,8,7,1
RP11-352M15.2,616,808,628,653,280,523,635,780,543,236,359,520,758,425,320,376
RP13-128O4.3,32,22,27,35,1,12,21,31,10,14,14,18,30,16,17,6
CSAD,884,1023,722,996,393,802,1353,1095,573,255,539,595,1005,594,425,463
MIR3142HG,56,477,529,186,94,53,121,1066,78,25,157,49,176,147,235,611
DPYD-IT1,4,9,5,4,5,0,2,12,5,1,2,2,5,3,2,2
RP11-403I13.5,41,104,64,53,25,15,119,48,18,16,57,32,110,33,16,21
RP11-757O6.6,3,8,11,2,3,0,3,5,3,2,3,5,5,2,0,0
TXNDC9,352,786,543,649,442,588,1343,410,462,334,261,401,543,420,633,509
SWT1,270,391,239,305,129,176,264,265,310,202,171,172,250,204,245,201
NARS2,333,519,403,504,125,463,572,418,285,128,210,323,386,276,412,312
CPA3,176,1919,322,2238,72,56,1936,377,1220,189,1542,45,146,907,132,293
RP11-336A10.5,1,2,0,0,2,2,12,0,1,0,1,1,4,1,0,0
RP11-24C3.2,5,20,12,13,10,18,18,17,12,7,9,4,20,15,7,12
DMC1,29,58,40,22,25,28,37,52,5,0,18,26,19,18,16,10
RP3-333H23.8,8,9,11,6,3,2,2,15,3,1,3,4,5,2,3,3
HIST1H1C,2261,6378,420,1481,1051,534,6145,648,103,163,842,1065,2231,484,138,1171
RYR2,82,189,17,39,394,192,121,52,142,187,217,47,155,648,13,12
ZNF564,4,21,17,11,7,13,12,8,4,3,14,6,14,6,11,2
JDP2,1156,1687,1508,1539,111,274,859,1440,2807,1461,342,234,1192,914,1204,1056
ZNF654,626,984,841,1193,761,389,437,997,1079,1163,371,744,583,613,580,351
RPLP2,8441,20816,11136,17560,6213,14202,26926,12134,7252,5127,6214,9783,14987,12329,7930,10227
RP11-472B18.1,6,9,12,6,2,7,13,4,10,2,6,8,5,11,6,7
C1GALT1,840,1622,909,2286,671,1011,1037,1359,633,404,928,1098,1518,744,950,541
CHCHD6,91,498,270,277,54,173,315,252,86,35,104,141,198,196,478,403
ACTL6A,796,1216,951,1092,545,1559,1318,704,778,397,502,671,869,888,626,532
MOGAT3,15,5,6,3,5,121,79,21,6,12,98,143,414,35,2,7
CES4A,1178,3246,467,1068,861,687,873,2481,244,526,2336,685,1904,273,279,560
GCOM2,68,70,58,79,41,60,108,62,49,46,24,64,67,39,46,29
SNRPEP4,15,19,12,18,19,23,29,13,12,6,9,18,14,9,10,8
PMS2P1,102,217,110,121,90,181,404,119,79,37,71,135,172,159,79,75
RP11-1379J22.5,5,14,6,9,3,4,11,6,7,3,3,5,14,4,6,5
ZNF253,205,367,308,176,175,123,403,312,193,85,159,246,326,164,222,74
SLC25A2,4,5,2,9,1,5,13,2,0,1,0,0,1,5,2,0
TAL2,16,7,2,1,3,0,38,7,3,3,6,5,18,3,5,12
AC018892.9,2,3,3,3,1,11,8,1,14,0,0,0,10,5,0,0
USP33,2373,3562,2424,2970,1480,1488,2482,2239,2531,1316,1346,1888,1937,1739,2187,1197
GUCY2D,4,15,16,12,4,18,18,3,1,0,3,55,11,19,7,1
AC008522.1,15,11,7,13,2,3,7,7,6,5,1,5,1,4,4,5
MRPS7,890,2178,1060,1417,713,1430,3234,1022,682,424,662,1052,1232,1066,1147,1054
PA2G4,1645,3470,2391,3087,1630,2784,5299,2202,1488,1210,1143,1802,2663,2345,1760,2086
RP11-92K2.2,15,32,16,18,7,26,38,14,10,8,10,12,27,12,7,9
POLR2D,347,838,717,865,377,509,905,727,406,451,320,400,719,585,586,788
AC002480.3,6,38,6,28,11,5,8,10,9,18,16,3,36,5,8,5
AKR1E2,60,90,48,26,12,30,22,54,106,25,18,11,18,13,40,28
UBQLN1,2807,4756,3733,5470,2522,2398,4066,3932,3845,3599,1955,2409,3560,2988,3715,3704
RP11-761N21.2,2556,5124,2606,3763,1859,3137,6256,2324,1960,1128,1497,2394,3047,1885,1572,2247
BLMH,777,1815,1285,1581,548,691,1645,1158,1280,817,660,582,1356,969,959,1206
CH17-212P11.5,0,0,0,3,69,3,2,0,0,0,0,12,0,6,1,0
ATP5E,3871,12858,7313,8895,3514,12473,14205,5465,4408,2391,3419,3258,5969,5309,6438,6100
ZDHHC14,210,476,319,307,92,150,416,272,617,169,203,97,340,254,349,241
MRPL20,890,1936,1271,1449,748,1160,2509,1217,888,497,674,924,1546,1021,1118,1385
NKIRAS2,735,1670,1146,1931,407,547,1655,1136,1159,734,522,582,1282,1008,1227,807
